NFCSID,A1(筛选value=1,A3,B2_1（整理所有B_2）,B2_2,B2_3,B2_4,B2_5,B2_7,B2_20,B2_21,B2_23,B2_24,B2_25,B30,B4,B10,C22_3,C24,D2,D21,D30,G1,G30_1,G30_2,G30_3,G7,S_Income
2021017260,1,1,1,2,2,2,1,2,2,2,2,2,2,5,4,3,2,5,3,3,2,7,2,3,1,1,2
2021017262,1,1,1,2,2,1,2,2,2,2,2,2,2,5,99,3,1,1,2,98,2,7,1,3,1,2,1
2021017263,1,1,2,2,1,2,2,2,1,2,2,2,2,5,4,3,3,3,4,3,3,7,1,3,1,2,2
2021017287,1,1,1,2,1,2,2,2,1,2,2,2,2,5,6,3,1,4,3,3,3,8,1,3,2,1,3
2021017301,1,1,1,1,1,1,1,1,1,1,1,1,1,4,8,1,2,5,5,3,1,9,3,3,3,1,2
2021017308,1,1,1,1,1,2,1,2,1,2,2,2,2,5,9,3,1,2,3,3,3,8,2,3,1,2,2
2021017349,1,1,2,2,1,2,1,2,2,2,2,2,2,4,5,3,1,1,2,3,98,5,3,3,1,1,1
2021017350,1,1,1,2,1,1,1,1,1,2,2,2,2,5,6,2,3,3,2,1,2,9,3,3,2,1,3
2021017366,1,1,1,2,1,1,2,2,2,2,2,2,2,5,7,1,3,1,4,1,98,8,3,3,1,2,3
2021017384,1,1,1,2,2,2,2,2,2,1,2,2,2,5,6,2,3,1,4,1,3,9,3,3,1,1,3
2021017389,1,1,1,2,1,2,1,2,2,2,2,2,2,4,8,2,1,2,98,3,3,5,1,3,1,1,2
2021017394,1,1,1,2,1,1,2,2,2,2,2,2,2,5,9,3,1,98,98,3,3,6,2,3,1,1,1
2021017396,1,1,2,2,1,2,2,2,1,2,2,2,2,1,1,3,1,1,98,98,98,7,1,3,1,98,1
2021017402,1,1,1,2,2,2,2,2,2,2,2,2,2,5,10,3,2,2,3,3,3,8,1,3,1,1,3
2021017407,1,1,1,1,1,1,2,1,2,2,2,2,1,5,10,2,1,3,2,3,3,7,1,3,1,1,3
2021017413,1,1,2,2,1,2,2,2,2,2,2,2,2,5,9,3,3,1,3,1,3,10,1,3,1,1,2
2021017418,1,1,1,2,1,1,1,2,1,2,98,2,2,5,8,2,2,2,3,1,2,8,2,2,3,1,3
2021017420,1,1,1,1,1,1,2,2,2,1,1,2,2,5,10,3,3,4,3,1,3,8,2,3,1,1,2
2021017421,1,1,1,2,2,2,2,2,2,2,2,2,2,5,4,2,2,2,3,3,3,6,3,3,1,1,3
2021017422,1,1,1,2,1,2,2,2,2,2,2,2,2,2,5,2,3,2,4,1,3,8,3,3,1,1,3
2021017428,1,1,1,1,1,2,2,2,2,2,2,2,2,5,10,3,3,3,3,1,3,8,2,3,1,1,3
2021017437,1,1,2,2,2,1,2,2,2,2,1,2,2,5,3,3,2,1,2,2,1,6,3,3,1,1,1
2021017449,1,1,2,1,1,2,1,2,2,2,2,2,2,5,9,3,1,4,98,1,3,8,3,3,1,1,2
2021017459,1,1,1,2,1,1,1,2,2,1,2,2,2,5,5,3,1,3,3,3,3,9,1,3,2,1,1
2021017466,1,1,1,2,1,1,2,2,2,2,2,2,2,5,99,1,3,98,98,3,3,10,3,3,1,1,1
2021017487,1,1,1,1,2,2,1,2,1,2,2,2,2,3,2,4,1,2,5,1,1,7,3,3,1,1,2
2021017489,1,1,1,2,1,2,1,2,1,2,2,2,2,5,7,3,1,3,3,3,3,8,1,3,1,1,3
2021017517,1,1,1,1,1,1,2,2,2,1,2,2,2,5,10,3,1,98,2,1,3,7,1,3,1,1,3
2021017520,1,1,1,1,2,1,2,2,2,1,2,2,2,4,7,1,3,1,4,1,3,6,3,3,1,2,1
2021017522,1,1,1,1,1,2,2,2,2,2,2,2,2,5,10,3,1,3,3,3,3,8,3,3,1,1,2
2021017529,1,1,1,2,1,2,2,2,2,2,2,2,2,5,6,2,3,1,98,1,3,5,1,3,1,2,3
2021017534,1,1,1,1,1,98,2,98,2,98,98,98,2,5,99,3,1,98,98,3,3,5,2,3,1,1,1
2021017542,1,1,1,2,1,1,1,2,1,2,2,2,2,5,9,3,2,98,3,3,3,8,1,3,1,1,3
2021017553,1,1,1,2,1,2,2,2,1,2,2,2,2,4,7,1,3,4,3,1,3,8,2,3,2,1,2
2021017578,1,1,1,2,1,2,2,2,2,2,2,2,2,5,9,3,1,3,3,3,3,9,1,3,1,2,2
2021017594,1,1,2,2,1,2,2,2,2,1,2,2,2,5,10,3,1,3,2,3,3,8,1,3,1,1,2
2021017595,1,1,1,2,1,1,2,2,2,2,2,2,2,5,9,2,1,1,3,1,3,6,3,3,1,1,3
2021017602,1,1,2,2,1,2,1,2,2,2,2,2,2,4,7,4,1,98,3,3,3,5,2,3,1,1,1
2021017617,1,1,1,2,2,2,2,2,1,2,2,2,2,5,6,3,3,1,4,3,3,6,2,3,1,1,1
2021017627,1,1,2,2,1,2,2,2,1,2,2,2,2,5,5,3,1,2,98,3,3,4,98,98,98,98,3
2021017630,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,3,3,2,3,1,3,8,2,3,1,2,1
2021017633,1,1,1,1,2,2,1,2,2,2,2,2,2,5,8,3,3,1,98,3,3,9,1,3,1,1,2
2021017660,1,1,1,1,1,2,1,2,1,2,2,2,2,4,4,3,3,1,4,1,1,8,3,3,2,1,1
2021017678,1,1,2,2,1,2,2,2,2,2,2,2,2,5,8,3,1,3,4,3,3,4,1,2,1,1,2
2021017686,1,1,1,2,2,1,2,2,2,1,1,2,2,4,5,2,1,2,6,3,3,7,98,98,98,1,3
2021017690,1,1,1,2,1,2,2,2,2,2,2,2,2,5,99,2,1,4,3,3,3,5,2,3,1,1,1
2021017709,1,1,2,2,2,2,1,2,2,2,2,2,2,5,6,4,1,1,2,3,3,8,2,2,2,1,2
2021017711,1,1,1,1,1,99,1,98,99,2,98,2,2,5,10,3,1,2,98,3,3,8,2,3,1,1,2
2021017730,1,1,1,1,1,1,1,2,2,2,2,2,2,5,9,3,1,5,4,3,3,8,2,3,1,2,3
2021017736,1,1,2,2,1,2,2,2,1,2,2,2,2,5,5,4,1,98,2,98,98,1,1,2,1,1,1
2021017740,1,1,1,2,2,2,1,2,2,2,2,2,2,5,8,3,1,2,4,3,3,5,2,3,1,1,2
2021017763,1,1,1,2,2,1,2,2,1,2,2,2,2,5,6,3,1,98,4,3,3,9,2,3,2,1,2
2021017794,1,1,1,2,1,98,2,2,1,2,2,2,2,5,6,3,1,4,3,3,3,6,2,3,1,1,2
2021017820,1,1,2,2,1,98,1,98,1,1,2,2,98,5,7,3,1,98,98,98,98,7,2,2,1,1,2
2021017826,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,1,3,4,5,1,1,10,3,3,3,1,2
2021017835,1,1,1,2,1,1,1,2,2,1,2,98,2,5,10,3,1,3,3,1,2,8,1,3,1,2,3
2021017838,1,1,2,2,1,2,2,2,2,2,2,2,2,5,7,3,3,2,98,98,98,8,1,2,1,98,1
2021017840,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,6,2,2,10,3,3,3,1,3
2021017869,1,1,1,1,1,2,2,2,1,2,2,2,2,5,2,3,2,1,3,3,3,5,2,3,1,2,1
2021017892,1,1,1,2,2,2,2,2,1,2,2,2,2,5,4,3,3,2,2,2,2,9,3,3,3,1,2
2021017897,1,1,1,2,1,2,2,2,2,2,1,2,99,2,7,3,3,1,2,1,3,9,1,3,1,1,1
2021017899,1,1,2,1,1,2,2,1,2,2,2,2,2,3,6,98,3,3,5,1,2,8,2,3,1,1,3
2021017901,1,1,1,2,1,2,2,2,2,2,98,2,2,5,9,2,3,98,98,3,3,7,1,3,1,2,2
2021017906,1,1,1,1,1,2,2,2,1,2,2,2,2,5,7,3,1,3,3,3,3,7,2,3,1,1,2
2021017950,1,1,1,1,1,2,1,2,2,2,2,2,2,5,10,3,1,4,3,3,3,3,2,3,1,1,3
2021017952,1,1,2,2,1,2,2,2,2,2,2,2,2,5,7,3,2,3,3,1,3,8,2,3,1,1,2
2021017961,1,1,2,2,1,2,2,2,1,2,2,2,2,5,10,1,1,2,3,1,2,9,1,3,1,1,3
2021017965,1,1,2,2,1,2,2,2,2,2,2,2,2,5,6,3,2,2,3,3,3,9,1,3,1,1,2
2021017966,1,1,2,1,1,2,2,2,2,2,2,2,2,5,8,1,1,99,98,99,99,1,98,98,98,98,1
2021017976,1,1,1,2,1,1,1,2,1,2,2,2,98,5,10,4,2,98,4,3,3,5,1,2,1,98,1
2021017984,1,1,1,2,1,2,2,2,2,2,2,2,2,5,10,3,2,3,3,3,3,9,1,3,1,1,3
2021017986,1,1,1,2,2,2,2,2,1,2,1,2,2,5,7,3,3,1,3,1,2,8,2,3,2,1,2
2021017990,1,1,2,2,1,2,1,2,1,2,2,2,98,5,8,3,1,4,3,1,3,8,2,3,1,1,2
2021018023,1,1,2,2,1,2,2,2,2,2,2,2,2,5,8,2,3,3,4,3,3,9,1,3,1,1,2
2021018024,1,1,2,2,1,98,1,2,2,2,2,2,2,4,10,2,1,5,4,3,3,8,98,3,1,1,2
2021018026,1,1,1,2,1,2,1,2,2,2,2,2,2,5,8,3,1,4,98,3,3,10,3,3,1,1,3
2021018033,1,1,2,2,1,2,1,2,1,2,2,2,2,5,9,3,1,2,98,3,3,5,1,3,1,1,3
2021018041,1,1,1,2,2,1,2,2,2,1,2,2,2,5,10,2,3,2,2,1,98,9,2,3,1,1,2
2021018045,1,1,1,2,2,1,2,1,2,2,2,2,2,3,2,1,1,2,3,1,3,9,1,3,1,1,2
2021018077,1,1,1,1,1,2,2,2,1,1,2,2,2,3,8,1,3,5,5,2,2,10,3,3,3,1,3
2021018081,1,1,1,1,1,1,2,2,2,2,2,2,2,5,10,3,2,4,3,3,3,8,2,3,1,1,3
2021018090,1,1,1,1,98,98,2,2,2,2,2,2,2,5,9,3,1,98,3,1,3,4,2,3,1,1,2
2021018093,1,1,1,2,1,2,2,2,2,2,2,2,2,5,6,3,3,1,3,3,2,10,1,3,1,1,1
2021018097,1,1,1,2,1,2,1,2,1,2,2,2,2,3,6,3,1,4,3,3,98,8,1,3,1,1,1
2021018102,1,1,1,2,1,2,2,2,2,2,2,1,2,5,9,3,1,4,3,3,3,8,2,3,1,1,3
2021018113,1,1,1,2,2,2,2,2,2,2,2,2,1,5,10,2,3,1,4,1,3,7,2,3,1,1,2
2021018117,1,1,1,1,1,1,1,2,2,1,2,2,2,5,7,3,2,3,3,98,98,8,2,3,1,2,2
2021018139,1,1,1,2,1,1,1,1,1,2,2,2,2,4,7,1,2,5,4,1,2,8,2,2,2,1,3
2021018144,1,1,1,2,2,2,1,2,2,2,2,2,2,5,5,4,1,1,3,3,3,5,2,2,1,1,2
2021018148,1,1,1,2,2,2,2,2,2,2,2,2,2,2,4,3,1,1,98,3,1,4,2,3,1,2,2
2021018164,1,1,1,1,2,2,2,2,2,2,2,2,2,5,8,2,3,3,3,1,3,10,2,3,1,1,2
2021018166,1,1,1,2,1,2,2,2,1,2,2,2,2,5,7,3,1,2,3,3,3,8,1,3,1,1,3
2021018180,1,1,1,2,2,2,1,2,2,2,2,2,2,5,8,4,1,1,4,3,3,9,1,3,1,1,2
2021018182,1,1,2,1,1,2,2,2,2,2,2,2,2,5,7,3,1,3,2,3,3,7,1,3,2,1,2
2021018199,1,1,1,98,98,1,98,1,2,1,98,98,98,5,8,3,1,4,98,3,3,3,2,3,1,1,2
2021018202,1,1,1,1,1,2,2,1,1,2,2,2,2,5,8,2,3,2,2,3,1,10,3,3,2,1,1
2021018212,1,1,1,1,1,1,2,1,1,2,1,2,2,5,10,3,3,3,3,3,3,10,3,3,1,1,3
2021018240,1,1,1,1,1,1,1,2,1,1,98,98,98,5,9,3,1,4,3,98,98,4,2,2,1,1,1
2021018248,1,1,1,1,1,2,2,2,1,2,2,2,2,5,8,3,1,98,98,3,3,5,2,3,1,1,2
2021018285,1,1,1,2,1,2,2,2,1,2,2,2,2,5,7,2,1,2,3,3,2,9,2,3,1,1,3
2021018320,1,1,1,2,1,2,2,2,1,2,2,2,2,5,8,2,1,5,5,3,3,1,2,1,2,1,3
2021018340,1,1,1,2,1,1,2,2,2,2,2,2,2,5,3,98,1,3,2,3,3,6,2,2,2,98,1
2021018348,1,1,1,2,2,1,1,2,2,2,2,2,2,5,3,3,3,2,3,3,2,6,3,3,1,1,1
2021018352,1,1,1,1,1,2,1,1,1,1,2,2,2,5,10,3,1,6,4,98,1,8,2,3,1,1,3
2021018354,1,1,98,98,1,98,2,2,2,2,2,2,2,4,7,3,1,3,2,98,98,5,2,3,1,1,2
2021018370,1,1,1,2,1,2,2,2,2,1,2,2,2,5,7,3,3,2,3,1,3,10,1,3,1,1,1
2021018382,1,1,1,2,2,2,2,2,2,2,2,2,2,5,6,2,3,1,3,2,2,9,98,3,2,1,1
2021018384,1,1,1,2,1,2,1,2,2,2,2,2,2,5,10,3,1,1,2,3,3,7,3,3,1,1,2
2021018387,1,1,1,1,1,2,2,2,1,2,2,2,2,4,6,3,1,98,4,3,3,8,2,3,1,1,2
2021018391,1,1,1,1,2,2,2,2,1,2,2,2,2,5,9,2,1,5,98,98,1,8,2,3,1,98,3
2021018398,1,1,1,1,1,98,1,98,1,2,2,2,2,5,9,3,1,2,4,1,3,4,3,3,1,1,2
2021018402,1,1,2,1,2,2,2,2,2,2,2,2,2,4,99,3,3,1,3,1,3,7,1,3,1,98,3
2021018408,1,1,1,2,1,2,2,2,2,2,2,2,2,5,8,3,3,1,3,2,3,8,3,3,1,1,3
2021018423,1,1,1,1,1,2,1,2,1,2,2,2,2,5,8,3,2,4,98,3,3,6,98,3,1,1,2
2021018426,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,3,2,2,2,3,1,7,2,2,1,1,1
2021018441,1,1,1,2,2,2,2,2,1,2,2,2,2,5,9,1,3,1,98,1,2,10,3,3,2,2,2
2021018443,1,1,1,2,1,1,2,2,2,2,2,2,2,5,9,3,1,3,4,3,3,6,2,3,1,1,2
2021018446,1,1,2,2,1,1,1,2,2,2,2,2,2,5,10,3,1,2,2,98,98,6,2,3,1,1,3
2021018451,1,1,1,2,2,2,2,2,2,1,2,2,2,5,9,2,3,1,3,1,3,9,2,3,1,1,3
2021018454,1,1,1,2,1,1,2,2,2,2,2,2,2,5,6,2,3,1,3,1,3,8,1,3,1,1,2
2021018466,1,1,1,98,1,2,1,2,2,98,98,98,98,5,6,3,1,1,4,3,3,6,2,2,1,2,1
2021018478,1,1,1,98,98,2,2,2,2,2,2,98,2,5,98,3,98,98,98,98,98,5,98,3,1,1,3
2021018480,1,1,1,2,2,2,2,2,1,2,2,2,2,5,3,4,1,1,4,3,3,1,1,1,1,1,1
2021018489,1,1,2,2,1,1,1,2,2,2,2,2,2,3,8,2,1,4,3,98,98,7,1,3,1,1,2
2021018498,1,1,1,2,1,2,1,2,2,2,2,2,2,5,5,2,1,3,2,3,3,3,2,3,1,2,1
2021018505,1,1,1,2,1,98,1,98,2,98,2,2,2,3,3,3,2,3,4,1,3,8,2,2,2,1,2
2021018509,1,1,1,1,1,2,1,2,2,2,2,2,2,4,9,1,2,3,4,2,1,5,2,3,2,1,3
2021018510,1,1,1,1,2,2,2,2,1,1,2,2,2,5,10,2,3,2,3,98,2,9,2,3,2,1,2
2021018516,1,1,2,2,2,2,2,2,2,2,2,2,2,4,2,3,1,2,3,1,3,7,2,3,2,1,1
2021018525,1,1,2,2,2,1,2,2,1,2,2,2,2,2,6,98,1,98,2,3,3,8,2,3,1,1,1
2021018534,1,1,2,2,1,2,2,2,2,2,2,2,2,5,7,3,3,2,3,1,3,8,2,3,1,98,3
2021018537,1,1,1,2,1,1,2,2,1,1,2,2,2,5,9,2,3,3,3,1,2,9,2,3,1,2,2
2021018553,1,1,1,2,1,1,1,2,1,2,2,2,2,5,9,3,3,4,3,1,3,8,2,3,2,1,3
2021018555,1,1,2,2,1,1,2,2,2,2,2,2,2,5,10,3,3,2,3,3,3,8,1,3,1,1,3
2021018567,1,1,1,2,2,2,2,2,2,1,2,2,2,5,5,2,3,2,3,3,3,5,2,2,1,1,1
2021018582,1,1,1,1,1,2,2,2,2,1,1,2,1,5,10,2,3,1,4,1,3,9,2,3,3,98,3
2021018584,1,1,1,2,1,1,1,2,2,1,2,2,2,3,4,2,3,1,3,1,3,7,2,3,1,1,1
2021018597,1,1,1,1,1,1,2,1,2,1,1,2,2,5,6,3,3,3,3,1,1,7,3,3,1,2,3
2021018613,1,1,1,2,2,2,2,2,1,2,2,2,2,98,5,3,3,98,98,1,2,99,2,2,1,1,2
2021018614,1,1,1,1,2,2,1,2,2,2,2,2,2,5,8,2,2,4,3,3,3,7,2,3,1,1,2
2021018629,1,1,1,2,1,2,1,2,2,2,2,2,2,5,6,3,1,3,4,1,3,5,3,3,1,1,1
2021018641,1,1,1,1,2,2,1,2,2,2,2,2,2,5,10,3,1,3,2,3,3,7,1,3,1,2,3
2021018642,1,1,1,1,2,2,2,2,2,2,2,2,2,5,9,2,2,98,98,1,98,7,2,3,1,98,3
2021018654,1,1,1,2,1,1,1,2,1,1,2,2,2,5,9,3,2,1,3,1,3,9,2,3,1,1,3
2021018661,1,1,1,2,2,1,2,2,2,2,2,2,2,5,7,2,3,1,3,1,2,8,3,3,2,1,2
2021018663,1,1,98,1,1,2,1,1,2,1,2,2,1,2,2,1,2,2,6,2,1,10,2,1,1,1,1
2021018669,1,1,1,2,2,2,2,2,1,2,2,2,2,5,7,3,99,98,3,3,3,7,1,2,1,98,2
2021018672,1,1,1,1,1,1,2,2,2,2,2,2,2,3,4,2,3,1,3,1,1,10,2,3,2,1,3
2021018673,1,1,1,2,1,2,2,2,1,1,2,2,2,5,10,3,1,2,4,1,3,10,1,3,1,1,1
2021018678,1,1,1,1,1,1,2,2,2,2,2,2,2,5,10,3,3,2,3,1,1,9,2,3,1,1,2
2021018687,1,1,1,1,1,1,2,2,1,1,2,2,2,5,6,2,3,1,3,1,3,8,2,3,1,1,3
2021018698,1,1,1,1,1,1,1,2,2,2,2,2,1,5,9,2,1,4,3,98,98,7,3,3,1,1,2
2021018701,1,1,1,2,1,1,2,2,2,2,2,2,2,5,8,3,2,98,2,3,3,7,2,3,1,1,3
2021018711,1,1,1,2,1,1,1,2,1,1,2,2,98,5,99,3,1,4,3,1,98,7,3,3,98,1,3
2021018713,1,1,1,2,2,1,1,2,1,2,2,2,2,5,7,99,2,3,4,1,98,7,1,3,1,1,2
2021018718,1,1,1,2,1,2,2,2,2,2,2,2,2,5,7,3,1,98,3,3,3,7,2,3,1,1,2
2021018724,1,1,2,2,1,1,2,2,98,2,2,2,2,5,99,2,3,2,3,98,98,8,2,3,2,1,2
2021018729,1,1,1,1,1,2,1,2,2,1,2,2,2,5,9,3,1,2,3,3,3,10,2,3,1,1,1
2021018735,1,1,2,2,1,2,1,2,1,2,2,2,2,5,8,3,2,2,2,3,3,7,2,3,1,2,3
2021018750,1,1,1,2,1,1,2,2,1,2,1,2,2,4,6,1,3,2,4,1,3,6,3,3,3,2,2
2021018758,1,1,2,2,2,98,2,2,2,2,2,2,2,4,99,4,1,1,6,3,3,10,3,3,1,2,1
2021018767,1,1,1,1,1,1,1,1,2,2,2,2,2,3,4,2,3,3,2,1,3,5,2,2,1,2,1
2021018770,1,1,1,2,2,2,2,2,1,2,2,2,2,4,4,3,3,6,3,3,2,7,2,3,3,1,2
2021018775,1,1,1,1,1,1,2,1,2,1,2,1,2,5,9,1,3,2,3,1,2,10,2,3,1,1,2
2021018869,1,1,2,2,2,1,2,2,1,2,2,2,2,2,5,3,2,3,98,3,2,6,2,3,1,1,2
2021018872,1,1,1,2,1,1,2,2,2,2,2,2,2,5,6,3,3,2,3,1,3,8,3,3,1,1,2
2021018889,1,1,1,1,2,1,2,2,1,1,2,2,2,5,8,4,3,2,2,3,2,5,1,3,1,1,2
2021018892,1,1,1,2,2,98,1,2,1,2,2,2,2,5,7,4,1,1,98,98,98,5,2,3,1,1,1
2021018898,1,1,1,2,1,2,1,2,2,2,2,2,2,5,8,3,2,1,3,3,3,8,2,3,1,1,1
2021018901,1,1,2,2,1,2,2,2,1,2,2,2,2,5,8,3,1,1,3,3,3,6,2,3,1,1,1
2021018906,1,1,1,2,2,2,2,2,2,2,2,2,2,3,2,2,1,1,6,1,3,7,2,3,2,98,1
2021018914,1,1,1,2,1,2,1,2,2,2,2,2,2,5,8,3,1,98,3,3,3,3,1,3,1,1,1
2021018916,1,1,1,2,1,2,2,2,2,2,2,2,2,5,7,2,1,2,4,1,2,7,2,3,1,1,2
2021018919,1,1,1,2,1,2,2,2,2,2,2,2,2,5,6,2,3,5,4,1,3,8,1,3,1,1,2
2021018927,1,1,2,2,1,2,2,2,2,2,2,2,2,5,4,3,3,3,4,3,3,7,2,2,1,98,1
2021018933,1,1,2,2,1,2,2,2,1,2,2,2,2,4,5,3,99,99,98,3,3,8,1,2,1,98,1
2021018935,1,1,2,2,2,1,1,98,2,2,2,1,2,5,9,3,1,4,3,3,3,8,1,3,1,1,2
2021018942,1,1,2,1,2,2,2,2,2,2,2,2,2,5,5,3,1,1,98,3,3,5,1,3,1,1,1
2021018945,1,1,1,2,2,1,1,2,2,1,2,2,2,5,6,2,3,2,4,1,2,8,2,3,2,1,3
2021018950,1,1,2,2,1,2,1,2,1,2,2,2,2,5,10,3,1,3,3,3,3,6,1,3,1,1,1
2021018952,1,1,1,2,2,1,1,2,1,2,2,2,2,2,4,3,3,2,3,2,1,8,2,3,2,1,2
2021018954,1,1,2,2,1,2,1,2,2,2,2,2,2,5,9,4,1,99,98,3,98,6,1,3,1,1,3
2021018955,1,1,1,2,2,2,2,2,2,2,2,2,2,5,6,4,1,4,4,3,3,8,2,3,1,1,3
2021018966,1,1,2,2,1,2,2,2,2,2,2,2,2,5,6,3,1,3,3,3,3,3,3,3,1,1,2
2021018969,1,1,1,2,2,2,1,2,2,2,2,2,2,5,3,3,1,4,3,98,3,6,2,3,1,1,2
2021018973,1,1,1,2,1,1,2,2,2,1,2,2,2,5,5,2,2,2,3,1,2,7,2,3,2,1,3
2021018982,1,1,1,2,1,2,2,2,2,2,2,2,2,5,9,3,1,3,4,3,3,7,2,3,1,1,2
2021018983,1,1,1,2,2,1,2,2,2,2,2,2,1,5,10,3,3,1,2,3,2,7,2,2,1,2,3
2021018991,1,1,2,2,1,2,2,2,2,2,2,2,2,5,6,98,98,98,98,3,98,98,1,98,1,98,2
2021019000,1,1,1,2,2,1,2,2,2,1,2,2,2,5,7,2,3,2,6,1,3,9,1,3,1,1,3
2021019009,1,1,1,2,2,1,2,2,2,2,2,2,2,3,3,3,3,1,3,1,2,7,3,3,1,1,2
2021019015,1,1,1,2,2,1,2,2,1,2,1,2,1,5,5,2,3,2,4,1,3,6,2,3,2,1,1
2021019033,1,1,1,2,1,2,1,2,2,2,2,2,2,5,10,3,1,2,98,3,3,3,1,3,1,1,3
2021019049,1,1,1,1,1,1,2,2,2,2,2,2,2,5,5,3,3,1,3,3,3,7,2,3,1,1,1
2021019056,1,1,1,1,2,2,2,2,1,2,2,2,2,5,7,3,3,1,2,3,3,3,1,3,1,2,3
2021019059,1,1,1,1,2,2,2,2,2,2,2,2,2,3,6,3,2,4,3,1,2,7,3,3,2,1,2
2021019069,1,1,2,2,1,1,2,2,2,2,2,2,2,5,10,2,3,2,2,3,3,8,2,3,1,1,2
2021019095,1,1,1,2,1,2,1,2,1,2,2,2,2,5,6,2,2,3,3,3,3,7,2,3,1,1,3
2021019109,1,1,1,2,1,1,2,2,2,2,2,2,2,5,8,3,3,2,4,1,3,8,1,3,1,98,3
2021019116,1,1,1,2,1,1,2,2,1,2,2,2,2,3,3,3,3,2,3,3,3,10,3,2,3,1,1
2021019126,1,1,1,2,2,2,2,2,1,2,2,2,2,5,9,3,3,3,2,3,3,8,2,3,2,2,3
2021019139,1,1,1,2,2,1,1,2,2,98,2,2,2,3,9,3,1,98,3,3,3,8,3,3,1,1,1
2021019145,1,1,1,2,2,2,2,2,98,2,2,2,2,2,1,3,3,98,3,98,2,9,3,3,1,1,1
2021019146,1,1,1,2,2,2,1,2,1,2,2,2,2,4,8,2,3,4,3,1,2,7,2,3,3,1,2
2021019147,1,1,1,2,2,1,2,98,2,2,2,2,2,5,8,3,3,98,4,1,2,10,2,2,1,1,3
2021019163,1,1,2,98,1,98,2,2,2,2,2,2,2,4,8,3,1,98,98,98,98,1,2,3,1,98,3
2021019164,1,1,2,2,1,2,1,2,2,2,2,2,2,5,7,3,2,3,3,3,3,7,1,3,1,1,3
2021019167,1,1,1,2,2,2,2,2,2,2,2,2,2,5,7,2,3,2,3,3,3,7,3,3,2,1,3
2021019180,1,1,1,2,1,2,2,2,2,2,1,2,2,5,8,2,3,2,3,1,3,9,3,3,1,1,1
2021019184,1,1,1,2,1,1,1,2,1,1,1,2,2,5,6,2,1,4,2,3,3,5,3,3,1,2,1
2021019213,1,1,1,2,1,2,1,2,1,2,2,2,2,5,10,3,1,98,5,3,3,6,1,3,1,2,3
2021019214,1,1,2,99,99,2,99,2,1,2,2,2,2,5,99,3,1,98,98,99,99,7,3,3,1,1,2
2021019256,1,1,1,2,2,2,2,2,1,2,1,2,1,4,7,2,3,1,2,1,3,8,2,3,2,1,3
2021019268,1,1,2,1,1,1,2,1,1,1,1,1,1,3,7,1,3,5,4,2,1,10,2,3,2,1,3
2021019313,1,1,1,2,2,2,1,2,1,2,2,2,2,5,7,3,1,98,3,3,3,6,2,3,1,2,1
2021019334,1,1,1,1,1,2,1,2,1,2,2,2,2,5,8,3,1,5,3,98,98,8,2,2,1,1,2
2021019358,1,1,1,1,1,2,1,2,2,2,1,2,2,5,8,3,3,2,3,3,3,8,1,3,1,2,3
2021019428,1,1,1,2,1,2,2,2,2,2,2,2,2,5,6,2,1,2,3,98,3,8,1,2,2,1,1
2021019439,1,1,1,2,2,1,1,2,1,2,2,2,2,3,3,1,2,2,4,1,1,8,2,3,1,1,1
2021019517,1,1,1,2,2,1,2,2,2,2,2,2,2,4,7,3,3,3,3,1,2,8,1,3,1,2,3
2021019522,1,1,1,2,2,2,2,2,2,2,2,2,2,5,7,2,3,2,5,1,1,10,1,3,1,1,2
2021019544,1,1,2,1,1,2,1,2,2,2,2,2,2,4,4,3,3,3,3,1,3,7,2,3,2,1,2
2021019560,1,1,2,98,1,1,2,2,2,98,98,2,2,2,6,3,1,2,3,3,2,2,2,3,1,1,1
2021019576,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,98,3,3,6,2,3,2,2,3
2021019586,1,1,2,2,1,2,1,2,1,2,2,2,98,5,7,3,1,98,4,98,98,9,1,3,98,1,1
2021019637,1,1,1,1,1,1,1,1,2,2,1,2,2,5,4,2,3,5,98,1,2,8,3,2,3,98,2
2021019639,1,1,1,1,1,2,2,2,1,1,2,2,2,3,8,1,2,5,3,3,99,7,3,3,3,1,2
2021019646,1,1,99,99,99,99,99,99,2,99,99,99,99,5,8,99,1,1,98,99,99,99,99,99,1,98,1
2021019675,1,1,98,98,98,98,1,98,1,98,2,2,1,4,8,3,1,4,3,98,3,7,2,3,1,98,2
2021019708,1,1,1,2,1,2,2,2,2,2,2,2,2,5,7,2,3,3,4,1,3,7,1,3,1,1,1
2021019711,1,1,1,1,2,2,1,2,1,2,2,2,2,5,5,3,3,1,3,98,1,9,1,3,1,1,3
2021019717,1,1,1,2,1,1,2,2,2,1,2,98,98,5,10,2,3,1,3,1,3,8,2,3,1,1,2
2021019724,1,1,1,1,1,1,1,1,2,1,1,1,1,2,3,1,2,4,4,2,1,8,3,3,3,1,3
2021019784,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,3,3,2,6,3,3,10,1,3,1,1,1
2021019787,1,1,1,2,1,1,2,2,2,1,2,2,2,5,10,3,3,6,3,3,3,9,3,3,1,1,3
